order_id,user_id,order_timestamp,amount
o_70,1154,2026-01-12 09:00:00,149.0
o_71,1155,2026-01-15 10:00:00,99.0
o_72,1155,2026-02-09 09:00:00,149.0
o_73,1156,2026-02-16 18:00:00,19.0
o_74,1156,2026-03-08 14:00:00,19.0
o_75,1157,2026-01-09 12:00:00,149.0
o_76,1161,2026-01-04 13:00:00,49.0
o_77,1162,2026-01-27 13:00:00,19.0
o_78,1165,2026-03-02 10:00:00,99.0
o_79,1167,2026-03-01 14:00:00,99.0
o_80,1168,2026-01-03 11:00:00,49.0
o_81,1168,2026-02-15 10:00:00,49.0
o_82,1169,2026-01-10 09:00:00,99.0
o_83,1169,2026-01-22 12:00:00,19.0
o_84,1170,2026-01-04 16:00:00,99.0
o_85,1171,2026-01-26 17:00:00,99.0
o_86,1171,2026-02-15 18:00:00,149.0
o_87,1172,2026-02-14 12:00:00,99.0
o_88,1173,2026-02-03 11:00:00,99.0
o_89,1174,2026-03-07 10:00:00,99.0
o_90,1175,2026-01-24 14:00:00,99.0
o_91,1179,2026-02-11 12:00:00,99.0
o_92,1179,2026-02-16 16:00:00,49.0
o_93,1181,2026-01-09 18:00:00,49.0
o_94,1183,2026-03-31 10:00:00,49.0
o_95,1184,2026-02-12 15:00:00,99.0
o_96,1185,2026-02-10 13:00:00,19.0
o_97,1186,2026-01-09 09:00:00,19.0
o_98,1186,2026-01-21 10:00:00,149.0
o_99,1190,2026-02-04 12:00:00,149.0
o_100,1191,2026-02-21 18:00:00,19.0
o_101,1197,2026-02-23 15:00:00,49.0
o_102,1200,2026-02-06 15:00:00,49.0
o_103,1205,2026-03-21 14:00:00,99.0
o_104,1206,2026-01-12 15:00:00,19.0
o_105,1206,2026-01-15 14:00:00,99.0
o_106,1206,2026-01-20 16:00:00,19.0
o_107,1206,2026-01-25 15:00:00,49.0
o_108,1206,2026-01-26 15:00:00,149.0
o_109,1209,2026-02-16 09:00:00,49.0
o_110,1210,2026-01-21 16:00:00,99.0
o_111,1212,2026-01-28 11:00:00,19.0
o_112,1215,2026-03-09 15:00:00,19.0
o_113,1216,2026-01-21 11:00:00,149.0
o_114,1217,2026-02-24 15:00:00,19.0
o_115,1218,2026-01-03 10:00:00,99.0
o_116,1219,2026-02-22 16:00:00,149.0
o_117,1220,2026-01-17 10:00:00,99.0
o_118,1224,2026-02-23 12:00:00,49.0
o_119,1228,2026-03-31 13:00:00,99.0
o_120,1229,2026-01-21 11:00:00,49.0
o_121,1231,2026-01-28 12:00:00,149.0
o_122,1231,2026-02-11 13:00:00,149.0
o_123,1232,2026-02-09 14:00:00,49.0
o_124,1233,2026-02-02 14:00:00,19.0
o_125,1235,2026-01-01 12:00:00,49.0
o_126,1237,2026-01-04 12:00:00,99.0
o_127,1238,2026-02-06 13:00:00,49.0
o_128,1239,2026-01-07 17:00:00,49.0
o_129,1242,2026-01-22 10:00:00,49.0
o_130,1244,2026-03-07 15:00:00,99.0
o_131,1244,2026-03-11 18:00:00,149.0
o_132,1245,2026-01-10 17:00:00,49.0
o_133,1248,2026-01-31 12:00:00,149.0
o_134,1248,2026-02-13 15:00:00,149.0
o_135,1249,2026-02-10 10:00:00,19.0
o_136,1249,2026-03-28 14:00:00,149.0
o_137,1252,2026-01-13 17:00:00,19.0
o_138,1252,2026-01-18 18:00:00,99.0
o_139,1254,2026-02-11 16:00:00,49.0
o_140,1255,2026-01-13 17:00:00,19.0
o_141,1256,2026-02-19 09:00:00,49.0
o_142,1258,2026-01-15 11:00:00,149.0
o_143,1259,2026-03-06 15:00:00,149.0
o_144,1261,2026-03-08 15:00:00,49.0
o_145,1264,2026-01-20 16:00:00,19.0
o_146,1266,2026-01-23 13:00:00,49.0
o_147,1266,2026-02-07 13:00:00,149.0
o_148,1267,2026-01-07 09:00:00,149.0
o_149,1267,2026-01-14 12:00:00,19.0
o_150,1267,2026-02-11 14:00:00,19.0
o_151,1269,2026-01-28 18:00:00,149.0
o_152,1269,2026-03-12 17:00:00,19.0
o_153,1270,2026-03-30 14:00:00,149.0
o_154,1271,2026-01-12 09:00:00,149.0
o_155,1271,2026-01-27 13:00:00,99.0
o_156,1273,2026-02-06 13:00:00,19.0
o_157,1273,2026-03-11 14:00:00,19.0
o_158,1274,2026-02-11 17:00:00,99.0
o_159,1275,2026-01-20 18:00:00,149.0
o_160,1275,2026-02-04 13:00:00,149.0
o_161,1276,2026-01-15 12:00:00,99.0
o_162,1276,2026-02-05 09:00:00,99.0
o_163,1277,2026-01-25 13:00:00,149.0
o_164,1279,2026-01-08 17:00:00,19.0
o_165,1282,2026-02-13 09:00:00,49.0
o_166,1282,2026-03-21 15:00:00,49.0
o_167,1285,2026-03-27 09:00:00,49.0
o_168,1285,2026-03-30 11:00:00,49.0
o_169,1286,2026-01-21 12:00:00,99.0
o_170,1293,2026-02-18 09:00:00,149.0
o_171,1294,2026-03-12 14:00:00,149.0
o_172,1296,2026-02-16 17:00:00,49.0
o_173,1300,2026-01-22 14:00:00,149.0
o_174,1300,2026-03-29 10:00:00,99.0
o_175,1305,2026-01-06 18:00:00,99.0
o_176,1305,2026-01-23 15:00:00,19.0
o_177,1307,2026-03-02 17:00:00,149.0
o_178,1307,2026-03-24 11:00:00,49.0
o_179,1311,2026-02-26 16:00:00,99.0
o_180,1312,2026-03-18 15:00:00,149.0
o_181,1313,2026-01-11 15:00:00,49.0
o_182,1318,2026-03-19 12:00:00,149.0
o_183,1319,2026-02-21 14:00:00,19.0
o_184,1324,2026-02-04 12:00:00,49.0
o_185,1325,2026-03-16 10:00:00,149.0
o_186,1326,2026-01-27 09:00:00,99.0
o_187,1328,2026-03-15 14:00:00,19.0
o_188,1330,2026-01-14 12:00:00,19.0
o_189,1333,2026-01-16 14:00:00,149.0
o_190,1334,2026-02-07 13:00:00,19.0
o_191,1336,2026-01-07 10:00:00,19.0
o_192,1336,2026-01-24 18:00:00,149.0
o_193,1338,2026-01-12 11:00:00,49.0
o_194,1339,2026-03-10 18:00:00,19.0
o_195,1340,2026-01-15 16:00:00,19.0
o_196,1340,2026-02-02 13:00:00,99.0
o_197,1344,2026-02-24 13:00:00,19.0
o_198,1344,2026-03-03 11:00:00,149.0
o_199,1347,2026-02-18 10:00:00,149.0
o_200,1349,2026-01-07 16:00:00,149.0
o_201,1350,2026-03-09 16:00:00,49.0
o_202,1352,2026-01-20 10:00:00,99.0
o_203,1353,2026-01-29 15:00:00,149.0
o_204,1354,2026-02-20 14:00:00,19.0
o_205,1360,2026-01-22 18:00:00,19.0
o_206,1361,2026-01-12 14:00:00,19.0
o_207,1361,2026-02-01 10:00:00,149.0
o_208,1361,2026-02-23 14:00:00,99.0
o_209,1365,2026-03-08 15:00:00,149.0
o_210,1367,2026-02-01 12:00:00,19.0
o_211,1371,2026-03-29 14:00:00,19.0
o_212,1372,2026-01-08 12:00:00,49.0
o_213,1374,2026-01-31 15:00:00,149.0
o_214,1377,2026-01-21 17:00:00,149.0
o_215,1378,2026-01-20 12:00:00,49.0
o_216,1387,2026-01-19 15:00:00,49.0
o_217,1389,2026-01-20 14:00:00,49.0
o_218,1392,2026-01-30 15:00:00,49.0
o_219,1394,2026-03-06 15:00:00,19.0
o_220,1395,2026-01-01 11:00:00,99.0
o_221,1395,2026-01-03 11:00:00,149.0
o_222,1399,2026-01-26 12:00:00,99.0
o_223,1401,2026-01-17 14:00:00,149.0
o_224,1401,2026-03-06 17:00:00,19.0
o_225,1402,2026-02-18 13:00:00,19.0
o_226,1407,2026-01-15 11:00:00,149.0
o_227,1409,2026-03-14 12:00:00,19.0
o_228,1412,2026-01-12 14:00:00,99.0
o_229,1414,2026-03-17 15:00:00,19.0
o_230,1415,2026-01-08 12:00:00,49.0
o_231,1415,2026-02-22 09:00:00,49.0
o_232,1416,2026-01-14 16:00:00,99.0
o_233,1417,2026-01-06 13:00:00,149.0
o_234,1417,2026-02-19 16:00:00,149.0
o_235,1418,2026-01-07 14:00:00,99.0
o_236,1418,2026-02-17 09:00:00,99.0
o_237,1418,2026-03-05 13:00:00,19.0
o_238,1420,2026-01-09 16:00:00,19.0
o_239,1420,2026-02-22 12:00:00,99.0
o_240,1426,2026-02-22 14:00:00,99.0
o_241,1428,2026-03-28 13:00:00,149.0
o_242,1429,2026-01-05 11:00:00,149.0
o_243,1429,2026-02-06 13:00:00,19.0
o_244,1429,2026-02-25 18:00:00,19.0
o_245,1429,2026-03-17 16:00:00,99.0
o_246,1432,2026-01-04 18:00:00,99.0
o_247,1435,2026-01-05 18:00:00,49.0
o_248,1438,2026-01-23 13:00:00,49.0
o_249,1438,2026-02-22 12:00:00,49.0
o_250,1439,2026-02-12 16:00:00,19.0
o_251,1439,2026-02-23 11:00:00,49.0
o_252,1442,2026-01-04 16:00:00,19.0
o_253,1444,2026-01-03 16:00:00,149.0
o_254,1444,2026-01-05 10:00:00,149.0
o_255,1444,2026-01-22 13:00:00,149.0
o_256,1446,2026-02-15 09:00:00,99.0
o_257,1449,2026-01-29 12:00:00,49.0
o_258,1450,2026-02-03 16:00:00,149.0
o_259,1451,2026-03-10 14:00:00,19.0
o_260,1452,2026-02-14 17:00:00,49.0
o_261,1455,2026-01-28 10:00:00,99.0
o_262,1460,2026-02-17 17:00:00,49.0
o_263,1463,2026-02-22 15:00:00,99.0
o_264,1464,2026-02-06 10:00:00,149.0
o_265,1466,2026-01-08 10:00:00,99.0
o_266,1467,2026-01-03 18:00:00,19.0
o_267,1467,2026-02-10 16:00:00,99.0
o_268,1473,2026-02-06 09:00:00,19.0
o_269,1477,2026-02-09 11:00:00,149.0
o_270,1477,2026-02-13 16:00:00,149.0
o_271,1479,2026-02-02 16:00:00,149.0
o_272,1479,2026-02-18 17:00:00,19.0
o_273,1488,2026-02-17 10:00:00,149.0
o_274,1490,2026-03-01 17:00:00,49.0
o_275,1491,2026-02-18 12:00:00,149.0
o_276,1492,2026-03-01 11:00:00,149.0
o_277,1492,2026-03-07 12:00:00,99.0
o_278,1496,2026-01-10 09:00:00,99.0
o_279,1496,2026-01-22 12:00:00,149.0
o_280,1499,2026-01-03 14:00:00,99.0
o_281,1499,2026-01-29 18:00:00,19.0
o_282,1500,2026-03-13 16:00:00,19.0
o_283,1501,2026-01-11 14:00:00,149.0
o_284,1505,2026-01-15 18:00:00,99.0
o_285,1507,2026-01-29 17:00:00,49.0
o_286,1507,2026-03-29 14:00:00,149.0
o_287,1513,2026-02-18 11:00:00,99.0
o_288,1515,2026-01-07 11:00:00,99.0
o_289,1516,2026-01-24 11:00:00,99.0
o_290,1517,2026-03-08 17:00:00,19.0
o_291,1518,2026-01-16 10:00:00,19.0
o_292,1518,2026-01-29 10:00:00,19.0
o_293,1522,2026-02-09 18:00:00,49.0
o_294,1523,2026-01-28 14:00:00,49.0
o_295,1524,2026-02-14 10:00:00,49.0
o_296,1524,2026-03-02 11:00:00,99.0
o_297,1525,2026-03-20 09:00:00,19.0
o_298,1528,2026-03-19 13:00:00,19.0
o_299,1532,2026-02-24 09:00:00,99.0
o_300,1533,2026-01-31 18:00:00,19.0
o_301,1533,2026-02-14 12:00:00,19.0
o_302,1534,2026-01-31 11:00:00,19.0
o_303,1534,2026-02-02 14:00:00,99.0
o_304,1537,2026-02-25 15:00:00,149.0
o_305,1541,2026-02-10 16:00:00,149.0
o_306,1542,2026-01-08 12:00:00,19.0
o_307,1544,2026-02-09 12:00:00,149.0
o_308,1545,2026-02-13 17:00:00,99.0
o_309,1548,2026-02-18 14:00:00,19.0
o_310,1550,2026-02-18 16:00:00,99.0
o_311,1553,2026-03-29 09:00:00,19.0
o_312,1555,2026-03-16 16:00:00,99.0
o_313,1557,2026-01-28 15:00:00,149.0
o_314,1560,2026-02-06 14:00:00,149.0
o_315,1560,2026-02-14 18:00:00,149.0
o_316,1561,2026-02-02 15:00:00,49.0
o_317,1563,2026-01-04 09:00:00,149.0
o_318,1568,2026-01-12 12:00:00,149.0
o_319,1571,2026-02-02 17:00:00,149.0
o_320,1576,2026-01-01 14:00:00,149.0
o_321,1578,2026-01-23 11:00:00,149.0
o_322,1579,2026-02-07 09:00:00,99.0
o_323,1580,2026-01-24 15:00:00,49.0
o_324,1582,2026-01-12 18:00:00,149.0
o_325,1583,2026-01-31 17:00:00,149.0
o_326,1585,2026-03-30 16:00:00,49.0
o_327,1591,2026-01-20 14:00:00,149.0
o_328,1591,2026-02-07 10:00:00,99.0
o_329,1591,2026-03-17 09:00:00,19.0
o_330,1597,2026-02-24 17:00:00,149.0
o_331,1599,2026-01-01 11:00:00,149.0
o_332,1600,2026-01-11 10:00:00,99.0
o_333,1603,2026-01-19 14:00:00,99.0
o_334,1608,2026-01-02 18:00:00,99.0
o_335,1608,2026-01-12 13:00:00,19.0
o_336,1608,2026-03-08 18:00:00,99.0
o_337,1608,2026-03-20 16:00:00,19.0
o_338,1610,2026-01-22 11:00:00,19.0
o_339,1610,2026-03-18 16:00:00,19.0
o_340,1616,2026-03-14 09:00:00,19.0
o_341,1618,2026-01-24 10:00:00,99.0
o_342,1620,2026-01-14 09:00:00,19.0
o_343,1620,2026-03-02 18:00:00,19.0
o_344,1622,2026-01-27 12:00:00,49.0
o_345,1624,2026-03-15 13:00:00,149.0
o_346,1626,2026-03-14 11:00:00,149.0
o_347,1629,2026-01-05 16:00:00,19.0
o_348,1629,2026-03-03 14:00:00,19.0
o_349,1633,2026-02-10 12:00:00,19.0
o_350,1634,2026-03-30 11:00:00,149.0
o_351,1635,2026-02-09 11:00:00,149.0
o_352,1642,2026-03-01 14:00:00,99.0
o_353,1648,2026-01-06 12:00:00,149.0
o_354,1649,2026-02-11 18:00:00,19.0
o_355,1651,2026-02-02 13:00:00,19.0
o_356,1654,2026-01-01 16:00:00,149.0
o_357,1657,2026-01-08 13:00:00,49.0
o_358,1660,2026-01-14 10:00:00,19.0
o_359,1660,2026-03-03 15:00:00,99.0
o_360,1662,2026-02-10 14:00:00,49.0
o_361,1665,2026-01-18 17:00:00,149.0
o_362,1680,2026-02-11 15:00:00,49.0
o_363,1680,2026-02-25 15:00:00,19.0
o_364,1681,2026-01-06 09:00:00,149.0
o_365,1681,2026-01-08 13:00:00,149.0
o_366,1683,2026-01-05 12:00:00,149.0
o_367,1685,2026-03-10 09:00:00,19.0
o_368,1685,2026-03-25 16:00:00,99.0
o_369,1687,2026-01-16 12:00:00,19.0
o_370,1690,2026-02-22 11:00:00,49.0
o_371,1694,2026-03-08 13:00:00,149.0
o_372,1694,2026-03-23 16:00:00,149.0
o_373,1695,2026-03-09 15:00:00,19.0
o_374,1697,2026-01-02 14:00:00,99.0
o_375,1697,2026-01-30 11:00:00,99.0
o_376,1703,2026-01-04 16:00:00,49.0
o_377,1703,2026-01-07 17:00:00,19.0
o_378,1704,2026-01-10 16:00:00,19.0
o_379,1704,2026-02-19 17:00:00,99.0
o_380,1707,2026-01-24 09:00:00,149.0
o_381,1707,2026-02-05 12:00:00,49.0
o_382,1708,2026-01-12 15:00:00,19.0
o_383,1709,2026-01-28 11:00:00,19.0
o_384,1711,2026-01-07 09:00:00,49.0
o_385,1718,2026-01-08 18:00:00,19.0
o_386,1720,2026-01-15 09:00:00,99.0
o_387,1722,2026-02-12 18:00:00,99.0
o_388,1725,2026-01-21 10:00:00,99.0
o_389,1726,2026-02-17 13:00:00,49.0
o_390,1727,2026-01-05 12:00:00,99.0
o_391,1727,2026-02-16 12:00:00,149.0
o_392,1730,2026-02-18 15:00:00,99.0
o_393,1733,2026-03-24 17:00:00,99.0
o_394,1734,2026-01-24 11:00:00,99.0
o_395,1736,2026-02-23 17:00:00,49.0
o_396,1739,2026-01-25 17:00:00,19.0
o_397,1741,2026-01-22 09:00:00,49.0
o_398,1742,2026-01-17 09:00:00,149.0
o_399,1743,2026-03-16 15:00:00,99.0
o_400,1746,2026-01-13 09:00:00,99.0
o_401,1746,2026-03-30 15:00:00,49.0
o_402,1749,2026-03-20 12:00:00,149.0
o_403,1751,2026-02-24 11:00:00,19.0
o_404,1751,2026-03-04 15:00:00,149.0
o_405,1752,2026-01-13 12:00:00,99.0
o_406,1753,2026-02-04 10:00:00,149.0
o_407,1757,2026-02-01 15:00:00,149.0
o_408,1757,2026-03-02 11:00:00,149.0
o_409,1761,2026-01-12 15:00:00,149.0
o_410,1763,2026-01-31 15:00:00,149.0
o_411,1771,2026-02-22 13:00:00,99.0
o_412,1771,2026-03-07 15:00:00,149.0
o_413,1772,2026-02-12 09:00:00,19.0
o_414,1773,2026-01-26 10:00:00,149.0
o_415,1774,2026-02-14 14:00:00,99.0
o_416,1778,2026-02-22 10:00:00,149.0
o_417,1783,2026-01-10 15:00:00,49.0
o_418,1784,2026-02-05 17:00:00,19.0
o_419,1785,2026-03-24 10:00:00,49.0
o_420,1786,2026-02-28 13:00:00,49.0
o_421,1786,2026-03-13 12:00:00,19.0
o_422,1788,2026-02-15 10:00:00,149.0
o_423,1790,2026-01-07 13:00:00,99.0
o_424,1791,2026-03-25 17:00:00,19.0
o_425,1792,2026-02-14 11:00:00,99.0
o_426,1792,2026-02-17 11:00:00,99.0
o_427,1792,2026-03-24 18:00:00,99.0
o_428,1795,2026-01-08 17:00:00,99.0
o_429,1795,2026-01-12 16:00:00,99.0
o_430,1797,2026-01-24 10:00:00,99.0
o_431,1798,2026-02-21 16:00:00,19.0
o_432,1800,2026-01-20 13:00:00,49.0
o_433,1801,2026-01-08 16:00:00,149.0
o_434,1802,2026-02-14 16:00:00,19.0
o_435,1802,2026-03-24 16:00:00,49.0
o_436,1806,2026-01-08 13:00:00,149.0
o_437,1806,2026-02-18 10:00:00,149.0
o_438,1807,2026-01-19 17:00:00,19.0
o_439,1808,2026-01-20 10:00:00,49.0
o_440,1818,2026-03-26 18:00:00,99.0
o_441,1819,2026-03-09 15:00:00,19.0
o_442,1825,2026-02-20 09:00:00,99.0
o_443,1826,2026-01-24 14:00:00,99.0
o_444,1826,2026-03-29 14:00:00,19.0
o_445,1828,2026-01-14 14:00:00,149.0
o_446,1830,2026-03-31 14:00:00,49.0
o_447,1834,2026-02-10 16:00:00,99.0
o_448,1835,2026-01-16 10:00:00,99.0
o_449,1844,2026-03-03 17:00:00,49.0
o_450,1846,2026-01-10 16:00:00,19.0
o_451,1847,2026-03-18 16:00:00,99.0
o_452,1848,2026-03-06 16:00:00,49.0
o_453,1848,2026-03-09 14:00:00,149.0
o_454,1851,2026-03-14 09:00:00,19.0
o_455,1853,2026-02-22 09:00:00,99.0
o_456,1855,2026-02-08 15:00:00,19.0
o_457,1859,2026-01-02 18:00:00,49.0
o_458,1861,2026-02-19 15:00:00,19.0
o_459,1864,2026-01-01 09:00:00,49.0
o_460,1867,2026-02-28 18:00:00,19.0
o_461,1868,2026-01-25 14:00:00,149.0
o_462,1869,2026-02-05 11:00:00,19.0
o_463,1872,2026-01-08 11:00:00,149.0
o_464,1872,2026-03-07 12:00:00,19.0
o_465,1872,2026-03-13 10:00:00,149.0
o_466,1873,2026-01-20 16:00:00,99.0
o_467,1874,2026-02-22 13:00:00,49.0
o_468,1875,2026-02-03 13:00:00,49.0
o_469,1875,2026-03-15 13:00:00,149.0
o_470,1876,2026-01-02 13:00:00,49.0
o_471,1877,2026-03-12 17:00:00,99.0
o_472,1878,2026-02-03 16:00:00,49.0
o_473,1881,2026-01-24 13:00:00,149.0
o_474,1882,2026-02-09 15:00:00,49.0
o_475,1884,2026-01-16 10:00:00,19.0
o_476,1885,2026-03-22 17:00:00,19.0
o_477,1887,2026-01-27 18:00:00,49.0
o_478,1889,2026-01-30 18:00:00,19.0
o_479,1894,2026-01-07 12:00:00,49.0
o_480,1894,2026-02-17 17:00:00,149.0
o_481,1896,2026-01-22 18:00:00,19.0
o_482,1896,2026-02-01 14:00:00,99.0
o_483,1898,2026-02-22 10:00:00,99.0
o_484,1900,2026-01-08 14:00:00,49.0
o_485,1901,2026-01-02 17:00:00,99.0
o_486,1904,2026-02-12 18:00:00,99.0
o_487,1904,2026-03-22 13:00:00,49.0
o_488,1907,2026-03-18 17:00:00,19.0
o_489,1909,2026-01-01 11:00:00,149.0
o_490,1909,2026-01-23 13:00:00,49.0
o_491,1911,2026-01-17 18:00:00,49.0
o_492,1912,2026-02-10 10:00:00,99.0
o_493,1915,2026-03-02 14:00:00,149.0
o_494,1916,2026-01-27 14:00:00,49.0
o_495,1919,2026-01-22 09:00:00,49.0
o_496,1921,2026-02-18 13:00:00,49.0
o_497,1923,2026-01-24 16:00:00,99.0
o_498,1924,2026-01-15 11:00:00,49.0
o_499,1926,2026-02-04 11:00:00,49.0
o_500,1929,2026-02-01 17:00:00,99.0
o_501,1929,2026-02-15 15:00:00,149.0
o_502,1932,2026-01-21 18:00:00,149.0
o_503,1937,2026-01-27 16:00:00,19.0
o_504,1937,2026-02-13 17:00:00,19.0
o_505,1937,2026-02-14 10:00:00,19.0
o_506,1940,2026-02-02 16:00:00,49.0
o_507,1944,2026-03-23 17:00:00,99.0
o_508,1946,2026-01-29 09:00:00,99.0
o_509,1954,2026-03-21 18:00:00,99.0
o_510,1955,2026-01-15 12:00:00,19.0
o_511,1955,2026-01-18 16:00:00,49.0
o_512,1955,2026-01-21 12:00:00,49.0
o_513,1956,2026-01-18 10:00:00,99.0
o_514,1965,2026-01-16 10:00:00,149.0
o_515,1965,2026-03-06 13:00:00,149.0
o_516,1966,2026-02-06 09:00:00,19.0
o_517,1967,2026-01-28 09:00:00,149.0
o_518,1967,2026-02-16 16:00:00,19.0
o_519,1970,2026-02-16 16:00:00,99.0
o_520,1970,2026-03-11 14:00:00,149.0
o_521,1970,2026-03-14 11:00:00,19.0
o_522,1973,2026-01-11 16:00:00,149.0
o_523,1974,2026-02-26 09:00:00,19.0
o_524,1979,2026-02-18 16:00:00,99.0
o_525,1980,2026-02-07 15:00:00,99.0
o_526,1981,2026-03-03 11:00:00,99.0
o_527,1982,2026-01-07 12:00:00,19.0
o_528,1982,2026-02-10 09:00:00,19.0
o_529,1984,2026-03-02 11:00:00,49.0
o_530,1986,2026-01-16 09:00:00,49.0
o_531,1987,2026-02-06 18:00:00,99.0
o_532,1993,2026-02-17 11:00:00,49.0
o_533,1995,2026-01-16 12:00:00,19.0
o_534,1997,2026-01-17 09:00:00,99.0
o_535,1997,2026-03-27 18:00:00,99.0
o_536,1998,2026-02-17 14:00:00,19.0
o_537,1999,2026-03-15 18:00:00,149.0
o_538,2005,2026-02-08 11:00:00,149.0
o_539,2005,2026-03-15 11:00:00,49.0
o_540,2007,2026-02-20 16:00:00,149.0
o_541,2007,2026-02-26 14:00:00,49.0
o_542,2010,2026-01-08 15:00:00,99.0
o_543,2010,2026-03-04 13:00:00,99.0
o_544,2013,2026-02-10 18:00:00,49.0
o_545,2015,2026-02-25 10:00:00,149.0
o_546,2020,2026-01-05 11:00:00,49.0
o_547,2021,2026-01-13 15:00:00,99.0
o_548,2023,2026-01-24 11:00:00,99.0
o_549,2025,2026-01-21 10:00:00,49.0
o_550,2029,2026-01-21 09:00:00,49.0
o_551,2033,2026-01-07 15:00:00,49.0
o_552,2033,2026-01-14 13:00:00,49.0
o_553,2033,2026-02-17 15:00:00,19.0
o_554,2036,2026-02-20 12:00:00,19.0
o_555,2037,2026-01-01 12:00:00,19.0
o_556,2037,2026-02-04 15:00:00,99.0
o_557,2040,2026-02-17 12:00:00,49.0
o_558,2040,2026-03-03 16:00:00,49.0
o_559,2041,2026-03-16 10:00:00,149.0
o_560,2048,2026-02-10 12:00:00,19.0
o_561,2049,2026-01-11 16:00:00,19.0
o_562,2052,2026-03-09 14:00:00,149.0
o_563,2053,2026-03-29 18:00:00,49.0
o_564,2056,2026-02-05 11:00:00,19.0
o_565,2058,2026-01-20 10:00:00,49.0
o_566,2060,2026-01-02 09:00:00,99.0
o_567,2061,2026-02-10 16:00:00,49.0
o_568,2065,2026-03-23 13:00:00,149.0
o_569,2069,2026-03-06 13:00:00,149.0
o_570,2072,2026-01-29 11:00:00,49.0
o_571,2072,2026-02-11 13:00:00,49.0
o_572,2073,2026-02-11 18:00:00,149.0
o_573,2075,2026-02-07 09:00:00,49.0
o_574,2075,2026-02-13 18:00:00,19.0
o_575,2076,2026-01-02 15:00:00,49.0
o_576,2078,2026-01-18 12:00:00,49.0
o_577,2078,2026-01-21 17:00:00,99.0
o_578,2079,2026-03-02 12:00:00,149.0
o_579,2079,2026-03-27 09:00:00,149.0
o_580,2079,2026-03-29 09:00:00,149.0
o_581,2081,2026-01-21 16:00:00,19.0
