ticket_id,user_id,created_at,category,status
t_93,1265,2026-01-31 16:00:00,feature_request,open
t_94,1266,2026-02-10 15:00:00,bug,escalated
t_95,1268,2026-02-17 11:00:00,onboarding,resolved
t_96,1268,2026-02-18 16:00:00,bug,escalated
t_97,1268,2026-03-04 11:00:00,bug,open
t_98,1271,2026-03-17 08:00:00,billing,resolved
t_99,1274,2026-01-16 16:00:00,bug,resolved
t_100,1276,2026-02-17 08:00:00,feature_request,escalated
t_101,1284,2026-01-16 14:00:00,bug,resolved
t_102,1288,2026-01-31 12:00:00,feature_request,open
t_103,1289,2026-03-12 15:00:00,billing,escalated
t_104,1291,2026-02-18 17:00:00,feature_request,escalated
t_105,1293,2026-01-10 11:00:00,bug,resolved
t_106,1305,2026-01-20 08:00:00,bug,resolved
t_107,1308,2026-02-08 10:00:00,bug,resolved
t_108,1315,2026-03-15 15:00:00,billing,resolved
t_109,1316,2026-02-06 08:00:00,billing,open
t_110,1322,2026-02-17 12:00:00,billing,resolved
t_111,1323,2026-02-09 16:00:00,onboarding,escalated
t_112,1325,2026-02-09 12:00:00,onboarding,open
t_113,1326,2026-02-10 16:00:00,billing,resolved
t_114,1327,2026-03-27 16:00:00,feature_request,resolved
t_115,1331,2026-02-13 16:00:00,billing,open
t_116,1334,2026-01-02 11:00:00,onboarding,resolved
t_117,1336,2026-02-12 09:00:00,bug,open
t_118,1338,2026-02-03 14:00:00,feature_request,escalated
t_119,1340,2026-02-05 09:00:00,bug,open
t_120,1353,2026-02-17 15:00:00,bug,open
t_121,1357,2026-01-06 11:00:00,bug,resolved
t_122,1358,2026-01-16 10:00:00,onboarding,resolved
t_123,1358,2026-02-09 10:00:00,bug,open
t_124,1359,2026-02-02 13:00:00,bug,open
t_125,1362,2026-02-10 09:00:00,feature_request,resolved
t_126,1363,2026-02-03 17:00:00,bug,escalated
t_127,1364,2026-03-06 08:00:00,feature_request,resolved
t_128,1368,2026-01-31 10:00:00,bug,open
t_129,1373,2026-02-13 10:00:00,feature_request,escalated
t_130,1376,2026-02-01 14:00:00,bug,escalated
t_131,1377,2026-01-08 09:00:00,bug,resolved
t_132,1378,2026-01-22 12:00:00,billing,resolved
t_133,1386,2026-01-05 14:00:00,bug,resolved
t_134,1393,2026-02-01 14:00:00,bug,escalated
t_135,1395,2026-02-05 08:00:00,feature_request,open
t_136,1398,2026-02-13 10:00:00,feature_request,escalated
t_137,1400,2026-02-01 09:00:00,bug,escalated
t_138,1400,2026-03-29 13:00:00,billing,open
t_139,1404,2026-01-19 16:00:00,bug,resolved
t_140,1405,2026-01-06 17:00:00,billing,resolved
t_141,1406,2026-02-11 13:00:00,billing,open
t_142,1407,2026-02-17 16:00:00,feature_request,escalated
t_143,1410,2026-02-16 11:00:00,billing,resolved
t_144,1411,2026-03-13 10:00:00,billing,resolved
t_145,1413,2026-02-01 17:00:00,bug,resolved
t_146,1414,2026-01-17 14:00:00,billing,resolved
t_147,1414,2026-01-18 10:00:00,feature_request,resolved
t_148,1419,2026-03-02 17:00:00,billing,resolved
t_149,1419,2026-03-21 12:00:00,billing,resolved
t_150,1423,2026-03-13 14:00:00,onboarding,resolved
t_151,1424,2026-02-10 10:00:00,billing,open
t_152,1427,2026-02-10 08:00:00,billing,open
t_153,1431,2026-01-28 14:00:00,billing,resolved
t_154,1435,2026-02-15 08:00:00,billing,escalated
t_155,1437,2026-01-23 09:00:00,onboarding,resolved
t_156,1446,2026-02-18 17:00:00,onboarding,open
t_157,1449,2026-02-01 12:00:00,billing,escalated
t_158,1453,2026-02-06 14:00:00,billing,open
t_159,1455,2026-01-19 16:00:00,feature_request,resolved
t_160,1459,2026-02-10 15:00:00,feature_request,open
t_161,1460,2026-02-04 16:00:00,billing,resolved
t_162,1464,2026-03-05 14:00:00,bug,resolved
t_163,1468,2026-01-06 11:00:00,billing,resolved
t_164,1469,2026-02-15 08:00:00,billing,open
t_165,1469,2026-03-18 08:00:00,bug,resolved
t_166,1474,2026-01-03 13:00:00,billing,open
t_167,1474,2026-02-11 08:00:00,billing,resolved
t_168,1474,2026-03-29 13:00:00,bug,open
t_169,1477,2026-02-18 16:00:00,billing,resolved
t_170,1486,2026-02-11 11:00:00,onboarding,escalated
t_171,1489,2026-02-24 17:00:00,billing,resolved
t_172,1491,2026-01-24 16:00:00,billing,resolved
t_173,1499,2026-02-02 09:00:00,bug,open
t_174,1504,2026-02-14 09:00:00,bug,escalated
t_175,1508,2026-02-08 09:00:00,billing,resolved
t_176,1509,2026-02-05 16:00:00,bug,resolved
t_177,1512,2026-02-12 15:00:00,billing,resolved
t_178,1514,2026-01-30 08:00:00,feature_request,resolved
t_179,1518,2026-03-07 10:00:00,feature_request,resolved
t_180,1522,2026-02-22 15:00:00,feature_request,resolved
t_181,1527,2026-01-09 17:00:00,feature_request,resolved
t_182,1527,2026-03-18 14:00:00,bug,resolved
t_183,1531,2026-02-12 09:00:00,billing,open
t_184,1538,2026-02-09 08:00:00,feature_request,open
t_185,1540,2026-02-03 17:00:00,onboarding,escalated
t_186,1542,2026-02-04 16:00:00,bug,escalated
t_187,1546,2026-01-20 11:00:00,onboarding,resolved
t_188,1549,2026-02-21 15:00:00,bug,resolved
t_189,1552,2026-02-06 09:00:00,billing,escalated
t_190,1559,2026-02-18 13:00:00,bug,open
t_191,1560,2026-02-04 11:00:00,billing,resolved
t_192,1561,2026-02-08 12:00:00,feature_request,open
t_193,1567,2026-02-21 13:00:00,onboarding,resolved
t_194,1573,2026-02-12 16:00:00,billing,open
t_195,1575,2026-02-12 15:00:00,onboarding,open
t_196,1576,2026-02-15 11:00:00,bug,open
t_197,1579,2026-02-08 08:00:00,feature_request,open
t_198,1582,2026-02-19 13:00:00,billing,resolved
t_199,1584,2026-03-24 12:00:00,billing,resolved
t_200,1585,2026-01-07 12:00:00,bug,resolved
t_201,1586,2026-02-13 08:00:00,billing,escalated
t_202,1587,2026-01-19 12:00:00,bug,resolved
t_203,1592,2026-02-17 15:00:00,billing,open
t_204,1593,2026-01-15 13:00:00,billing,resolved
t_205,1593,2026-02-06 10:00:00,bug,resolved
t_206,1597,2026-01-07 13:00:00,bug,resolved
t_207,1597,2026-03-13 14:00:00,billing,open
t_208,1599,2026-02-01 13:00:00,bug,open
t_209,1599,2026-03-26 10:00:00,billing,open
t_210,1600,2026-02-04 13:00:00,feature_request,resolved
t_211,1601,2026-01-05 13:00:00,feature_request,resolved
t_212,1602,2026-03-05 15:00:00,feature_request,resolved
t_213,1605,2026-02-18 16:00:00,billing,resolved
t_214,1612,2026-01-23 08:00:00,onboarding,resolved
t_215,1612,2026-02-06 09:00:00,onboarding,escalated
t_216,1619,2026-03-29 14:00:00,billing,resolved
t_217,1621,2026-02-04 12:00:00,billing,resolved
t_218,1622,2026-02-02 08:00:00,billing,resolved
t_219,1622,2026-02-17 09:00:00,bug,open
t_220,1622,2026-03-12 17:00:00,bug,open
t_221,1622,2026-03-26 13:00:00,billing,escalated
t_222,1624,2026-03-28 08:00:00,onboarding,resolved
t_223,1633,2026-03-09 09:00:00,billing,resolved
t_224,1636,2026-02-11 17:00:00,bug,escalated
t_225,1639,2026-02-04 14:00:00,feature_request,open
t_226,1640,2026-01-11 13:00:00,onboarding,resolved
t_227,1640,2026-01-17 15:00:00,bug,resolved
t_228,1642,2026-03-15 08:00:00,bug,resolved
t_229,1643,2026-01-07 14:00:00,billing,resolved
t_230,1645,2026-01-23 08:00:00,onboarding,open
t_231,1649,2026-03-07 12:00:00,billing,resolved
t_232,1651,2026-02-09 12:00:00,bug,escalated
t_233,1656,2026-02-14 15:00:00,onboarding,open
t_234,1658,2026-02-20 10:00:00,billing,resolved
t_235,1667,2026-02-05 14:00:00,billing,open
t_236,1669,2026-02-16 14:00:00,bug,resolved
t_237,1669,2026-02-21 12:00:00,billing,resolved
t_238,1675,2026-02-07 11:00:00,billing,resolved
t_239,1678,2026-02-01 13:00:00,bug,escalated
t_240,1681,2026-01-12 10:00:00,bug,resolved
t_241,1684,2026-02-07 13:00:00,feature_request,open
t_242,1688,2026-02-10 09:00:00,feature_request,open
t_243,1691,2026-03-19 10:00:00,feature_request,open
t_244,1703,2026-02-01 13:00:00,billing,resolved
t_245,1705,2026-02-12 09:00:00,bug,escalated
t_246,1706,2026-03-26 15:00:00,feature_request,resolved
t_247,1707,2026-01-28 15:00:00,bug,resolved
t_248,1708,2026-02-05 09:00:00,bug,escalated
t_249,1710,2026-02-14 12:00:00,feature_request,open
t_250,1713,2026-02-01 08:00:00,bug,resolved
t_251,1713,2026-02-20 15:00:00,billing,escalated
t_252,1714,2026-02-11 11:00:00,feature_request,open
t_253,1718,2026-02-23 15:00:00,bug,resolved
t_254,1719,2026-02-13 16:00:00,feature_request,resolved
t_255,1719,2026-03-25 15:00:00,billing,resolved
t_256,1721,2026-02-06 14:00:00,feature_request,resolved
t_257,1724,2026-02-16 15:00:00,billing,escalated
t_258,1728,2026-02-06 11:00:00,billing,open
t_259,1729,2026-01-04 11:00:00,bug,resolved
t_260,1730,2026-02-20 08:00:00,bug,resolved
t_261,1734,2026-02-19 08:00:00,onboarding,resolved
t_262,1750,2026-02-16 17:00:00,billing,open
t_263,1750,2026-03-18 08:00:00,billing,resolved
t_264,1753,2026-03-07 09:00:00,bug,resolved
t_265,1754,2026-01-15 08:00:00,bug,resolved
t_266,1760,2026-02-03 09:00:00,bug,resolved
t_267,1761,2026-02-15 09:00:00,billing,open
t_268,1761,2026-03-18 15:00:00,billing,open
t_269,1767,2026-01-08 10:00:00,bug,resolved
t_270,1770,2026-02-24 13:00:00,billing,resolved
t_271,1774,2026-01-24 15:00:00,billing,resolved
t_272,1796,2026-01-31 12:00:00,bug,escalated
t_273,1797,2026-01-08 10:00:00,onboarding,resolved
t_274,1803,2026-02-13 09:00:00,onboarding,resolved
t_275,1812,2026-02-04 11:00:00,onboarding,open
t_276,1813,2026-03-16 11:00:00,bug,open
t_277,1820,2026-02-18 16:00:00,bug,escalated
t_278,1821,2026-02-03 14:00:00,billing,escalated
t_279,1828,2026-02-17 15:00:00,billing,escalated
t_280,1833,2026-02-15 13:00:00,billing,escalated
t_281,1834,2026-02-14 08:00:00,bug,resolved
t_282,1834,2026-03-12 17:00:00,billing,escalated
t_283,1836,2026-02-03 16:00:00,bug,open
t_284,1840,2026-01-25 16:00:00,feature_request,resolved
t_285,1841,2026-02-17 12:00:00,billing,escalated
t_286,1843,2026-02-03 12:00:00,onboarding,open
t_287,1845,2026-03-22 12:00:00,bug,resolved
t_288,1849,2026-02-21 11:00:00,billing,open
t_289,1853,2026-02-11 14:00:00,bug,resolved
t_290,1857,2026-02-28 14:00:00,feature_request,resolved
t_291,1858,2026-02-16 08:00:00,feature_request,escalated
t_292,1868,2026-02-17 14:00:00,billing,open
t_293,1871,2026-01-26 08:00:00,feature_request,resolved
t_294,1872,2026-02-22 13:00:00,billing,open
t_295,1873,2026-03-03 17:00:00,bug,open
t_296,1878,2026-01-13 08:00:00,billing,open
t_297,1881,2026-01-27 10:00:00,bug,resolved
t_298,1881,2026-02-05 11:00:00,billing,resolved
t_299,1885,2026-01-04 08:00:00,onboarding,resolved
t_300,1887,2026-01-31 14:00:00,onboarding,open
t_301,1888,2026-03-19 10:00:00,billing,resolved
t_302,1890,2026-02-11 16:00:00,billing,open
t_303,1891,2026-02-06 15:00:00,onboarding,resolved
t_304,1893,2026-02-08 16:00:00,bug,resolved
t_305,1893,2026-03-12 15:00:00,bug,escalated
t_306,1901,2026-02-11 12:00:00,billing,resolved
t_307,1907,2026-03-13 09:00:00,bug,resolved
t_308,1908,2026-02-11 11:00:00,feature_request,resolved
t_309,1914,2026-02-10 16:00:00,bug,escalated
t_310,1920,2026-01-02 13:00:00,feature_request,resolved
t_311,1922,2026-03-11 15:00:00,billing,resolved
t_312,1927,2026-02-03 11:00:00,billing,escalated
t_313,1931,2026-03-26 14:00:00,billing,resolved
t_314,1933,2026-01-03 17:00:00,bug,resolved
t_315,1933,2026-02-12 08:00:00,feature_request,escalated
t_316,1937,2026-02-16 10:00:00,bug,escalated
t_317,1938,2026-02-18 14:00:00,billing,resolved
t_318,1940,2026-01-11 11:00:00,billing,resolved
t_319,1941,2026-02-11 10:00:00,billing,escalated
t_320,1945,2026-02-08 17:00:00,feature_request,escalated
t_321,1947,2026-03-31 10:00:00,bug,resolved
t_322,1949,2026-01-24 10:00:00,billing,resolved
t_323,1953,2026-01-27 14:00:00,onboarding,resolved
t_324,1956,2026-02-06 13:00:00,feature_request,open
t_325,1957,2026-01-14 13:00:00,billing,resolved
t_326,1962,2026-03-22 12:00:00,billing,resolved
t_327,1966,2026-02-10 16:00:00,bug,resolved
t_328,1967,2026-02-17 15:00:00,billing,open
t_329,1975,2026-03-30 09:00:00,onboarding,resolved
t_330,1978,2026-02-15 16:00:00,billing,open
t_331,1986,2026-02-18 10:00:00,bug,resolved
t_332,1987,2026-01-13 13:00:00,billing,resolved
t_333,1988,2026-02-15 08:00:00,onboarding,open
t_334,1990,2026-01-31 12:00:00,billing,escalated
t_335,1998,2026-01-16 10:00:00,feature_request,open
t_336,2001,2026-01-25 14:00:00,bug,resolved
t_337,2002,2026-02-17 17:00:00,feature_request,resolved
t_338,2005,2026-01-17 12:00:00,billing,resolved
t_339,2009,2026-02-18 11:00:00,bug,escalated
t_340,2011,2026-02-13 15:00:00,feature_request,resolved
t_341,2014,2026-02-04 10:00:00,billing,open
t_342,2016,2026-02-10 17:00:00,bug,resolved
t_343,2017,2026-01-23 15:00:00,billing,resolved
t_344,2017,2026-02-09 14:00:00,feature_request,open
t_345,2017,2026-02-10 11:00:00,feature_request,open
t_346,2029,2026-02-15 16:00:00,feature_request,resolved
t_347,2035,2026-03-23 13:00:00,billing,resolved
t_348,2037,2026-02-16 14:00:00,billing,escalated
t_349,2038,2026-02-09 11:00:00,bug,open
t_350,2041,2026-03-11 16:00:00,bug,resolved
t_351,2042,2026-02-09 09:00:00,billing,open
t_352,2043,2026-01-01 14:00:00,feature_request,resolved
t_353,2044,2026-02-10 10:00:00,feature_request,resolved
t_354,2046,2026-01-17 14:00:00,feature_request,resolved
t_355,2046,2026-01-31 09:00:00,billing,resolved
t_356,2046,2026-02-16 12:00:00,bug,escalated
t_357,2047,2026-03-13 11:00:00,bug,resolved
t_358,2051,2026-02-05 14:00:00,billing,resolved
t_359,2053,2026-01-28 12:00:00,billing,resolved
t_360,2054,2026-02-03 16:00:00,bug,resolved
t_361,2054,2026-02-07 08:00:00,onboarding,escalated
t_362,2055,2026-02-08 11:00:00,bug,escalated
t_363,2057,2026-02-10 09:00:00,bug,resolved
t_364,2057,2026-03-04 08:00:00,onboarding,escalated
t_365,2059,2026-03-12 14:00:00,onboarding,resolved
t_366,2060,2026-02-07 16:00:00,bug,open
t_367,2068,2026-02-17 17:00:00,bug,escalated
t_368,2068,2026-02-22 11:00:00,billing,open
t_369,2070,2026-02-01 17:00:00,billing,escalated
t_370,2071,2026-03-09 15:00:00,feature_request,resolved
t_371,2072,2026-02-13 12:00:00,bug,open
t_372,2077,2026-01-29 09:00:00,billing,open
t_373,2082,2026-02-12 09:00:00,bug,escalated
t_374,2083,2026-02-10 14:00:00,bug,open
t_375,2083,2026-02-17 10:00:00,bug,open
t_376,2086,2026-02-07 11:00:00,onboarding,resolved
t_377,2088,2026-02-10 12:00:00,onboarding,escalated
t_378,2091,2026-02-04 16:00:00,bug,resolved
t_379,2093,2026-01-20 12:00:00,billing,resolved
t_380,2095,2026-02-03 09:00:00,onboarding,resolved
t_381,2096,2026-01-31 12:00:00,onboarding,resolved
t_382,2099,2026-02-17 11:00:00,billing,escalated
t_383,2101,2026-02-28 10:00:00,billing,resolved
t_384,2103,2026-02-01 12:00:00,bug,escalated
t_385,2104,2026-02-03 15:00:00,billing,open
t_386,2105,2026-02-08 13:00:00,onboarding,escalated
t_387,2111,2026-01-01 08:00:00,billing,resolved
t_388,2118,2026-03-08 14:00:00,bug,resolved
t_389,2121,2026-01-31 12:00:00,feature_request,resolved
t_390,2122,2026-02-17 13:00:00,bug,open
t_391,2124,2026-01-31 14:00:00,billing,escalated
t_392,2125,2026-02-05 13:00:00,billing,resolved
t_393,2126,2026-02-11 10:00:00,bug,open
t_394,2135,2026-01-08 09:00:00,billing,open
t_395,2136,2026-02-03 11:00:00,billing,resolved
t_396,2138,2026-03-09 12:00:00,bug,resolved
t_397,2140,2026-03-11 08:00:00,billing,resolved
t_398,2142,2026-02-03 17:00:00,bug,resolved
t_399,2145,2026-03-06 09:00:00,billing,resolved
t_400,2153,2026-03-11 08:00:00,billing,resolved
t_401,2153,2026-03-22 11:00:00,bug,open
t_402,2156,2026-02-14 13:00:00,bug,escalated
t_403,2159,2026-03-03 13:00:00,bug,resolved
t_404,2160,2026-03-06 13:00:00,billing,resolved
t_405,2163,2026-02-08 14:00:00,bug,resolved
t_406,2168,2026-02-28 10:00:00,billing,resolved
t_407,2173,2026-03-15 15:00:00,bug,resolved
t_408,2176,2026-02-16 08:00:00,billing,escalated
t_409,2177,2026-01-12 08:00:00,billing,open
t_410,2177,2026-02-18 15:00:00,billing,resolved
t_411,2186,2026-01-10 08:00:00,bug,resolved
t_412,2186,2026-02-12 17:00:00,bug,open
t_413,2191,2026-01-19 13:00:00,onboarding,resolved
t_414,2191,2026-02-08 08:00:00,onboarding,escalated
t_415,2195,2026-01-19 15:00:00,bug,resolved
t_416,2206,2026-02-16 12:00:00,bug,resolved
t_417,2208,2026-02-13 14:00:00,bug,escalated
t_418,2214,2026-02-07 08:00:00,bug,resolved
t_419,2215,2026-02-01 11:00:00,bug,open
t_420,2216,2026-03-18 13:00:00,billing,resolved
t_421,2222,2026-02-04 10:00:00,bug,escalated
t_422,2226,2026-02-08 17:00:00,feature_request,escalated
t_423,2230,2026-03-25 09:00:00,bug,resolved
t_424,2234,2026-01-18 12:00:00,billing,resolved
t_425,2238,2026-02-05 13:00:00,billing,escalated
t_426,2241,2026-02-03 14:00:00,billing,open
t_427,2243,2026-02-07 11:00:00,bug,open
t_428,2244,2026-01-08 11:00:00,feature_request,resolved
t_429,2244,2026-01-29 08:00:00,onboarding,resolved
t_430,2244,2026-02-15 16:00:00,billing,open
t_431,2249,2026-02-08 12:00:00,bug,escalated
t_432,2249,2026-03-14 11:00:00,bug,open
t_433,2252,2026-02-12 11:00:00,bug,open
t_434,2255,2026-02-13 17:00:00,billing,open
t_435,2256,2026-02-03 14:00:00,bug,open
t_436,2258,2026-01-19 08:00:00,bug,resolved
t_437,2258,2026-02-07 14:00:00,billing,open
t_438,2262,2026-03-20 14:00:00,bug,resolved
t_439,2264,2026-02-13 09:00:00,bug,resolved
t_440,2267,2026-03-03 13:00:00,bug,resolved
t_441,2268,2026-02-10 08:00:00,billing,resolved
t_442,2277,2026-02-14 17:00:00,bug,escalated
t_443,2278,2026-02-02 12:00:00,billing,escalated
t_444,2285,2026-02-13 10:00:00,feature_request,escalated
t_445,2286,2026-02-01 12:00:00,bug,resolved
t_446,2291,2026-02-09 09:00:00,bug,escalated
t_447,2291,2026-02-23 09:00:00,bug,escalated
t_448,2296,2026-01-08 11:00:00,billing,resolved
t_449,2304,2026-03-06 14:00:00,onboarding,resolved
t_450,2311,2026-01-29 17:00:00,billing,resolved
t_451,2311,2026-02-09 13:00:00,billing,open
t_452,2313,2026-02-12 12:00:00,bug,open
t_453,2316,2026-01-23 11:00:00,feature_request,resolved
t_454,2317,2026-01-08 10:00:00,bug,resolved
t_455,2318,2026-02-19 17:00:00,billing,resolved
t_456,2329,2026-02-06 12:00:00,billing,escalated
t_457,2329,2026-02-22 10:00:00,bug,escalated
t_458,2331,2026-02-14 12:00:00,onboarding,open
t_459,2333,2026-02-07 11:00:00,bug,resolved
t_460,2341,2026-01-02 15:00:00,bug,resolved
t_461,2341,2026-02-17 16:00:00,onboarding,open
t_462,2344,2026-03-12 13:00:00,feature_request,resolved
t_463,2345,2026-03-28 17:00:00,billing,open
t_464,2348,2026-02-28 11:00:00,bug,resolved
t_465,2351,2026-02-09 09:00:00,billing,open
t_466,2359,2026-02-13 16:00:00,billing,open
t_467,2367,2026-02-09 09:00:00,onboarding,resolved
t_468,2377,2026-02-13 08:00:00,bug,resolved
t_469,2379,2026-02-05 17:00:00,billing,escalated
t_470,2383,2026-02-09 15:00:00,onboarding,resolved
t_471,2386,2026-01-15 14:00:00,bug,resolved
t_472,2391,2026-02-13 17:00:00,bug,escalated
t_473,2395,2026-02-04 10:00:00,bug,escalated
t_474,2398,2026-03-28 17:00:00,feature_request,resolved
t_475,2401,2026-02-09 14:00:00,onboarding,open
t_476,2402,2026-02-17 09:00:00,billing,escalated
t_477,2403,2026-02-06 10:00:00,feature_request,escalated
t_478,2407,2026-02-18 11:00:00,billing,resolved
t_479,2407,2026-02-25 10:00:00,billing,resolved
t_480,2414,2026-01-26 09:00:00,billing,open
t_481,2416,2026-02-20 11:00:00,onboarding,resolved
t_482,2418,2026-02-05 10:00:00,onboarding,open
t_483,2422,2026-02-02 12:00:00,bug,open
t_484,2425,2026-03-15 09:00:00,billing,resolved
t_485,2427,2026-02-14 17:00:00,billing,open
t_486,2431,2026-03-21 09:00:00,bug,resolved
t_487,2433,2026-01-08 09:00:00,bug,resolved
t_488,2433,2026-02-17 09:00:00,billing,resolved
t_489,2436,2026-02-08 08:00:00,billing,resolved
t_490,2440,2026-02-09 08:00:00,feature_request,resolved
t_491,2441,2026-02-18 15:00:00,bug,escalated
t_492,2445,2026-02-04 13:00:00,billing,escalated
t_493,2446,2026-01-22 11:00:00,onboarding,resolved
t_494,2448,2026-02-15 16:00:00,onboarding,escalated
t_495,2456,2026-01-06 14:00:00,billing,resolved
t_496,2457,2026-02-08 13:00:00,feature_request,escalated
t_497,2459,2026-02-08 10:00:00,bug,open
t_498,2464,2026-02-17 11:00:00,billing,open
t_499,2465,2026-01-07 15:00:00,billing,resolved
t_500,2473,2026-01-05 09:00:00,feature_request,resolved
t_501,2475,2026-02-08 11:00:00,feature_request,resolved
t_502,2475,2026-02-11 17:00:00,feature_request,resolved
t_503,2476,2026-02-07 11:00:00,onboarding,resolved
t_504,2476,2026-03-17 13:00:00,onboarding,resolved
t_505,2479,2026-02-06 13:00:00,billing,resolved
t_506,2480,2026-01-19 16:00:00,billing,resolved
t_507,2482,2026-02-18 09:00:00,bug,escalated
t_508,2490,2026-02-16 08:00:00,billing,open
t_509,2493,2026-02-07 16:00:00,bug,escalated
t_510,2493,2026-02-13 15:00:00,feature_request,open
t_511,2495,2026-02-17 13:00:00,onboarding,open
t_512,2497,2026-01-04 13:00:00,bug,resolved
t_513,2497,2026-01-06 08:00:00,bug,resolved
t_514,2500,2026-02-17 11:00:00,onboarding,escalated
t_515,2506,2026-02-04 15:00:00,bug,open
t_516,2510,2026-03-29 16:00:00,billing,resolved
