user_id,actual_churn,churn_probability,predicted_class,driver_1_feature,driver_1_shap,driver_1_text,driver_2_feature,driver_2_shap,driver_2_text,driver_3_feature,driver_3_shap,driver_3_text
1559,0,0.6477,1,sessions_recent_14d,1.1951545476913452,Recent 14-day activity dropped to 1 sessions (pushed churn risk UP by +1.20),avg_session_gap_days,0.3340502083301544,High average session gap of 1.3 days (pushed churn risk UP by +0.33),core_feature_usage_count,0.3124135434627533,"Low adoption of core features (39 events, pushed churn risk UP by +0.31)"
1882,0,0.0004,0,sessions_recent_14d,-4.356126308441162,High recent activity with 10 sessions in last 14d (pulled churn risk DOWN by -4.36),total_events_60d,-0.5574408769607544,"High overall engagement depth (176 total events, pulled churn risk DOWN by -0.56)",support_ticket_count,-0.32400980591773987,Low support friction with 0 tickets (pulled churn risk DOWN by -0.32)
3277,1,0.5487,1,sessions_recent_14d,1.0548478364944458,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.05),avg_session_gap_days,0.39400947093963623,High average session gap of 1.3 days (pushed churn risk UP by +0.39),days_since_last_session,0.30845364928245544,Inactive for 15 consecutive days (pushed churn risk UP by +0.31)
3917,0,0.0033,0,sessions_recent_14d,-2.686513900756836,High recent activity with 7 sessions in last 14d (pulled churn risk DOWN by -2.69),support_ticket_count,-0.3661026656627655,Low support friction with 0 tickets (pulled churn risk DOWN by -0.37),core_feature_usage_count,-0.18880367279052734,"Strong adoption of core features (37 events, pulled churn risk DOWN by -0.19)"
1876,0,0.0066,0,sessions_recent_14d,-1.9363582134246826,High recent activity with 6 sessions in last 14d (pulled churn risk DOWN by -1.94),core_feature_usage_count,-0.4951034486293793,"Strong adoption of core features (57 events, pulled churn risk DOWN by -0.50)",support_ticket_count,-0.4089280962944031,Low support friction with 0 tickets (pulled churn risk DOWN by -0.41)
1042,0,0.0003,0,sessions_recent_14d,-4.657392978668213,High recent activity with 10 sessions in last 14d (pulled churn risk DOWN by -4.66),total_events_60d,-0.5994670391082764,"High overall engagement depth (203 total events, pulled churn risk DOWN by -0.60)",core_feature_usage_count,-0.3245559632778168,"Strong adoption of core features (57 events, pulled churn risk DOWN by -0.32)"
3474,1,0.043,0,support_ticket_count,-0.5307900309562683,Low support friction with 0 tickets (pulled churn risk DOWN by -0.53),days_since_last_session,-0.20629872381687164,Recent session logged 3 days ago (pulled churn risk DOWN by -0.21),sessions_recent_14d,-0.2047724723815918,High recent activity with 4 sessions in last 14d (pulled churn risk DOWN by -0.20)
3043,0,0.0002,0,sessions_recent_14d,-4.191089630126953,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.19),days_since_last_session,-0.4823514223098755,Recent session logged 0 days ago (pulled churn risk DOWN by -0.48),total_events_60d,-0.47516995668411255,"High overall engagement depth (215 total events, pulled churn risk DOWN by -0.48)"
3784,0,0.1461,0,support_ticket_count,-0.6083152294158936,Low support friction with 0 tickets (pulled churn risk DOWN by -0.61),session_drop_pct,0.44101768732070923,Session volume dropped by 62.5% in final 14d (pushed churn risk UP by +0.44),sessions_recent_14d,0.28267815709114075,Recent 14-day activity dropped to 3 sessions (pushed churn risk UP by +0.28)
1212,0,0.0007,0,sessions_recent_14d,-4.203218936920166,High recent activity with 14 sessions in last 14d (pulled churn risk DOWN by -4.20),days_since_last_session,-0.4603632688522339,Recent session logged 0 days ago (pulled churn risk DOWN by -0.46),total_events_60d,-0.39716485142707825,"High overall engagement depth (217 total events, pulled churn risk DOWN by -0.40)"
2208,0,0.4939,0,sessions_recent_14d,1.1462684869766235,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.15),days_since_last_session,0.6709277033805847,Inactive for 17 consecutive days (pushed churn risk UP by +0.67),avg_session_duration_minutes,-0.38345447182655334,avg_session_duration_minutes = 22.46 (pushed churn risk DOWN (-) by -0.38)
2745,0,0.0004,0,sessions_recent_14d,-4.4809441566467285,High recent activity with 14 sessions in last 14d (pulled churn risk DOWN by -4.48),days_since_last_session,-0.5156262516975403,Recent session logged 0 days ago (pulled churn risk DOWN by -0.52),support_ticket_count,-0.33462172746658325,Low support friction with 0 tickets (pulled churn risk DOWN by -0.33)
1585,0,0.0009,0,sessions_recent_14d,-4.453579425811768,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.45),days_since_last_session,-0.43636354804039,Recent session logged 0 days ago (pulled churn risk DOWN by -0.44),avg_session_duration_minutes,0.24974185228347778,avg_session_duration_minutes = 21.96 (pushed churn risk UP (+) by +0.25)
3343,0,0.0004,0,sessions_recent_14d,-4.0628180503845215,High recent activity with 9 sessions in last 14d (pulled churn risk DOWN by -4.06),support_ticket_count,-0.4560003876686096,Low support friction with 0 tickets (pulled churn risk DOWN by -0.46),days_since_last_session,-0.41560181975364685,Recent session logged 0 days ago (pulled churn risk DOWN by -0.42)
2492,0,0.0265,0,support_ticket_count,-1.0681936740875244,Low support friction with 0 tickets (pulled churn risk DOWN by -1.07),avg_session_gap_days,-0.8764913082122803,Frequent logins with average gap of 3.2 days (pulled churn risk DOWN by -0.88),days_since_last_session,0.570597231388092,Inactive for 17 consecutive days (pushed churn risk UP by +0.57)
2896,0,0.0002,0,sessions_recent_14d,-4.138477325439453,High recent activity with 11 sessions in last 14d (pulled churn risk DOWN by -4.14),total_events_60d,-0.5847567319869995,"High overall engagement depth (227 total events, pulled churn risk DOWN by -0.58)",days_since_last_session,-0.5089511871337891,Recent session logged 0 days ago (pulled churn risk DOWN by -0.51)
2923,0,0.0265,0,sessions_recent_14d,-0.3475147485733032,High recent activity with 4 sessions in last 14d (pulled churn risk DOWN by -0.35),days_since_last_session,-0.32830819487571716,Recent session logged 4 days ago (pulled churn risk DOWN by -0.33),session_drop_pct,-0.2838152348995209,"Stable/increasing activity trend (-33.3% drop, pulled churn risk DOWN by -0.28)"
1980,0,0.0237,0,support_ticket_count,-1.147017478942871,Low support friction with 0 tickets (pulled churn risk DOWN by -1.15),avg_session_gap_days,-1.016821265220642,Frequent logins with average gap of 2.9 days (pulled churn risk DOWN by -1.02),sessions_recent_14d,0.572696328163147,Recent 14-day activity dropped to 2 sessions (pushed churn risk UP by +0.57)
1167,0,0.0007,0,sessions_recent_14d,-4.172747611999512,High recent activity with 10 sessions in last 14d (pulled churn risk DOWN by -4.17),support_ticket_count,-0.34333816170692444,Low support friction with 0 tickets (pulled churn risk DOWN by -0.34),days_since_last_session,-0.25696370005607605,Recent session logged 0 days ago (pulled churn risk DOWN by -0.26)
1258,0,0.0008,0,sessions_recent_14d,-4.333536624908447,High recent activity with 9 sessions in last 14d (pulled churn risk DOWN by -4.33),support_ticket_count,-0.34510862827301025,Low support friction with 0 tickets (pulled churn risk DOWN by -0.35),total_events_60d,-0.26915132999420166,"High overall engagement depth (194 total events, pulled churn risk DOWN by -0.27)"
2461,0,0.0526,0,support_ticket_count,-1.157464623451233,Low support friction with 0 tickets (pulled churn risk DOWN by -1.16),sessions_recent_14d,0.7395299673080444,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +0.74),core_feature_usage_count,-0.5444245338439941,"Strong adoption of core features (35 events, pulled churn risk DOWN by -0.54)"
3760,0,0.0404,0,support_ticket_count,-0.439110666513443,Low support friction with 0 tickets (pulled churn risk DOWN by -0.44),days_since_last_session,-0.2750374972820282,Recent session logged 6 days ago (pulled churn risk DOWN by -0.28),total_spend_60d,-0.14673501253128052,total_spend_60d = 58.0 (pushed churn risk DOWN (-) by -0.15)
3795,0,0.1111,0,support_ticket_count,-0.8690627813339233,Low support friction with 0 tickets (pulled churn risk DOWN by -0.87),sessions_recent_14d,0.6949704885482788,Recent 14-day activity dropped to 2 sessions (pushed churn risk UP by +0.69),avg_session_gap_days,0.387094110250473,High average session gap of 2.1 days (pushed churn risk UP by +0.39)
2389,0,0.0005,0,sessions_recent_14d,-4.219883441925049,High recent activity with 11 sessions in last 14d (pulled churn risk DOWN by -4.22),days_since_last_session,-0.5063185095787048,Recent session logged 0 days ago (pulled churn risk DOWN by -0.51),support_ticket_count,-0.32399094104766846,Low support friction with 0 tickets (pulled churn risk DOWN by -0.32)
2320,0,0.122,0,support_ticket_count,-1.2020071744918823,Low support friction with 0 tickets (pulled churn risk DOWN by -1.20),sessions_recent_14d,0.649125337600708,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +0.65),days_since_last_session,0.27473747730255127,Inactive for 15 consecutive days (pushed churn risk UP by +0.27)
3014,0,0.0003,0,sessions_recent_14d,-4.471551418304443,High recent activity with 16 sessions in last 14d (pulled churn risk DOWN by -4.47),days_since_last_session,-0.5445727705955505,Recent session logged 0 days ago (pulled churn risk DOWN by -0.54),total_events_60d,-0.39716485142707825,"High overall engagement depth (244 total events, pulled churn risk DOWN by -0.40)"
1383,0,0.0134,0,avg_session_gap_days,-0.8627756834030151,Frequent logins with average gap of 2.8 days (pulled churn risk DOWN by -0.86),support_ticket_count,-0.5172762870788574,Low support friction with 0 tickets (pulled churn risk DOWN by -0.52),days_since_last_session,-0.46548667550086975,Recent session logged 0 days ago (pulled churn risk DOWN by -0.47)
2791,0,0.7247,1,sessions_recent_14d,1.1113873720169067,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.11),days_since_last_session,0.49932026863098145,Inactive for 25 consecutive days (pushed churn risk UP by +0.50),avg_session_gap_days,0.41651779413223267,High average session gap of 1.3 days (pushed churn risk UP by +0.42)
2229,0,0.0971,0,sessions_recent_14d,0.8938282132148743,Recent 14-day activity dropped to 2 sessions (pushed churn risk UP by +0.89),support_ticket_count,-0.8433791995048523,Low support friction with 0 tickets (pulled churn risk DOWN by -0.84),avg_session_gap_days,0.1461174488067627,High average session gap of 2.0 days (pushed churn risk UP by +0.15)
2719,1,0.0486,0,support_ticket_count,-0.9388807415962219,Low support friction with 0 tickets (pulled churn risk DOWN by -0.94),sessions_recent_14d,0.6687073707580566,Recent 14-day activity dropped to 2 sessions (pushed churn risk UP by +0.67),days_since_last_session,-0.24474063515663147,Recent session logged 9 days ago (pulled churn risk DOWN by -0.24)
1228,0,0.0002,0,sessions_recent_14d,-4.271175384521484,High recent activity with 15 sessions in last 14d (pulled churn risk DOWN by -4.27),total_events_60d,-0.6135411262512207,"High overall engagement depth (250 total events, pulled churn risk DOWN by -0.61)",days_since_last_session,-0.5039713382720947,Recent session logged 0 days ago (pulled churn risk DOWN by -0.50)
3725,0,0.0003,0,sessions_recent_14d,-4.205107688903809,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.21),total_events_60d,-0.6038858890533447,"High overall engagement depth (223 total events, pulled churn risk DOWN by -0.60)",days_since_last_session,-0.4610135853290558,Recent session logged 0 days ago (pulled churn risk DOWN by -0.46)
3347,0,0.0733,0,support_ticket_count,-0.475035697221756,Low support friction with 0 tickets (pulled churn risk DOWN by -0.48),total_events_60d,0.33743226528167725,"Low overall engagement depth (145 total events, pushed churn risk UP by +0.34)",days_since_last_session,-0.21941407024860382,Recent session logged 3 days ago (pulled churn risk DOWN by -0.22)
3353,0,0.0005,0,sessions_recent_14d,-4.212301731109619,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.21),days_since_last_session,-0.36742472648620605,Recent session logged 0 days ago (pulled churn risk DOWN by -0.37),support_ticket_count,-0.3419232964515686,Low support friction with 0 tickets (pulled churn risk DOWN by -0.34)
1711,0,0.0239,0,avg_session_gap_days,-0.7200452089309692,Frequent logins with average gap of 2.8 days (pulled churn risk DOWN by -0.72),support_ticket_count,-0.5288251042366028,Low support friction with 0 tickets (pulled churn risk DOWN by -0.53),sessions_recent_14d,0.4435751140117645,Recent 14-day activity dropped to 3 sessions (pushed churn risk UP by +0.44)
1577,0,0.0249,0,sessions_recent_14d,-0.6283853054046631,High recent activity with 5 sessions in last 14d (pulled churn risk DOWN by -0.63),support_ticket_count,-0.5219468474388123,Low support friction with 0 tickets (pulled churn risk DOWN by -0.52),avg_session_duration_minutes,0.21071887016296387,avg_session_duration_minutes = 21.25 (pushed churn risk UP (+) by +0.21)
2038,1,0.8241,1,sessions_recent_14d,1.1832871437072754,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.18),days_since_last_session,0.7825421690940857,Inactive for 21 consecutive days (pushed churn risk UP by +0.78),avg_session_gap_days,0.6117904186248779,High average session gap of 1.0 days (pushed churn risk UP by +0.61)
1776,0,0.1196,0,support_ticket_count,-0.5708552598953247,Low support friction with 0 tickets (pulled churn risk DOWN by -0.57),total_events_60d,0.4365553855895996,"Low overall engagement depth (140 total events, pushed churn risk UP by +0.44)",core_feature_usage_count,0.2662714123725891,"Low adoption of core features (25 events, pushed churn risk UP by +0.27)"
2311,1,0.6152,1,sessions_recent_14d,1.145525336265564,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.15),support_ticket_count,0.9361487627029419,Filed 2 support tickets in 60d (pushed churn risk UP by +0.94),core_feature_usage_count,-0.39931735396385193,"Strong adoption of core features (35 events, pulled churn risk DOWN by -0.40)"
3962,0,0.1222,0,support_ticket_count,-1.0545154809951782,Low support friction with 0 tickets (pulled churn risk DOWN by -1.05),sessions_recent_14d,0.6856005787849426,Recent 14-day activity dropped to 2 sessions (pushed churn risk UP by +0.69),days_since_last_session,0.45062094926834106,Inactive for 11 consecutive days (pushed churn risk UP by +0.45)
2049,0,0.0422,0,support_ticket_count,-0.606631875038147,Low support friction with 0 tickets (pulled churn risk DOWN by -0.61),avg_session_duration_minutes,-0.2700195908546448,avg_session_duration_minutes = 28.54 (pushed churn risk DOWN (-) by -0.27),session_drop_pct,-0.2115841954946518,"Stable/increasing activity trend (25.0% drop, pulled churn risk DOWN by -0.21)"
1454,0,0.0003,0,sessions_recent_14d,-4.312392234802246,High recent activity with 9 sessions in last 14d (pulled churn risk DOWN by -4.31),days_since_last_session,-0.5091153979301453,Recent session logged 0 days ago (pulled churn risk DOWN by -0.51),core_feature_usage_count,-0.38527417182922363,"Strong adoption of core features (51 events, pulled churn risk DOWN by -0.39)"
1147,0,0.0009,0,sessions_recent_14d,-4.225951671600342,High recent activity with 10 sessions in last 14d (pulled churn risk DOWN by -4.23),total_events_60d,-0.45491138100624084,"High overall engagement depth (217 total events, pulled churn risk DOWN by -0.45)",days_since_last_session,-0.4280902147293091,Recent session logged 0 days ago (pulled churn risk DOWN by -0.43)
3510,1,0.8351,1,sessions_recent_14d,1.1199290752410889,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.12),support_ticket_count,0.7479341626167297,Filed 2 support tickets in 60d (pushed churn risk UP by +0.75),days_since_last_session,0.6896798610687256,Inactive for 23 consecutive days (pushed churn risk UP by +0.69)
1535,0,0.0005,0,sessions_recent_14d,-4.185734748840332,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.19),days_since_last_session,-0.37208816409111023,Recent session logged 0 days ago (pulled churn risk DOWN by -0.37),support_ticket_count,-0.3089979887008667,Low support friction with 0 tickets (pulled churn risk DOWN by -0.31)
2333,0,0.0005,0,sessions_recent_14d,-4.618129253387451,High recent activity with 10 sessions in last 14d (pulled churn risk DOWN by -4.62),days_since_last_session,-0.4996456801891327,Recent session logged 0 days ago (pulled churn risk DOWN by -0.50),total_events_60d,-0.2555668354034424,"High overall engagement depth (236 total events, pulled churn risk DOWN by -0.26)"
1660,0,0.0003,0,sessions_recent_14d,-4.141896724700928,High recent activity with 13 sessions in last 14d (pulled churn risk DOWN by -4.14),days_since_last_session,-0.4927402436733246,Recent session logged 0 days ago (pulled churn risk DOWN by -0.49),total_events_60d,-0.47955530881881714,"High overall engagement depth (227 total events, pulled churn risk DOWN by -0.48)"
2033,1,0.0057,0,sessions_recent_14d,-1.7706602811813354,High recent activity with 6 sessions in last 14d (pulled churn risk DOWN by -1.77),support_ticket_count,-0.4572243094444275,Low support friction with 0 tickets (pulled churn risk DOWN by -0.46),core_feature_usage_count,-0.25205597281455994,"Strong adoption of core features (38 events, pulled churn risk DOWN by -0.25)"
1902,0,0.0003,0,sessions_recent_14d,-4.273731708526611,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.27),days_since_last_session,-0.5275738835334778,Recent session logged 0 days ago (pulled churn risk DOWN by -0.53),core_feature_usage_count,-0.4769209027290344,"Strong adoption of core features (49 events, pulled churn risk DOWN by -0.48)"
2210,0,0.0002,0,sessions_recent_14d,-4.184906959533691,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.18),core_feature_usage_count,-0.504652202129364,"Strong adoption of core features (59 events, pulled churn risk DOWN by -0.50)",days_since_last_session,-0.4873650372028351,Recent session logged 0 days ago (pulled churn risk DOWN by -0.49)
2738,0,0.0329,0,sessions_recent_14d,-1.326579213142395,High recent activity with 6 sessions in last 14d (pulled churn risk DOWN by -1.33),sessions_previous_14d,0.6367915272712708,sessions_previous_14d = 3.0 (pushed churn risk UP (+) by +0.64),support_ticket_count,-0.4490545392036438,Low support friction with 0 tickets (pulled churn risk DOWN by -0.45)
3080,0,0.0247,0,support_ticket_count,-0.6405547857284546,Low support friction with 0 tickets (pulled churn risk DOWN by -0.64),total_events_60d,-0.44854292273521423,"High overall engagement depth (81 total events, pulled churn risk DOWN by -0.45)",sessions_previous_14d,0.40028420090675354,sessions_previous_14d = 1.0 (pushed churn risk UP (+) by +0.40)
2009,1,0.0924,0,total_events_60d,-0.641010582447052,"High overall engagement depth (183 total events, pulled churn risk DOWN by -0.64)",session_drop_pct,0.4982929825782776,Session volume dropped by 69.2% in final 14d (pushed churn risk UP by +0.50),avg_session_duration_minutes,-0.373845636844635,avg_session_duration_minutes = 26.71 (pushed churn risk DOWN (-) by -0.37)
3268,0,0.0689,0,support_ticket_count,-0.5121986269950867,Low support friction with 0 tickets (pulled churn risk DOWN by -0.51),days_since_last_session,-0.1917223483324051,Recent session logged 0 days ago (pulled churn risk DOWN by -0.19),avg_session_gap_days,-0.15414682030677795,Frequent logins with average gap of 1.8 days (pulled churn risk DOWN by -0.15)
1175,0,0.0902,0,support_ticket_count,-0.4146767556667328,Low support friction with 0 tickets (pulled churn risk DOWN by -0.41),session_drop_pct,0.39657795429229736,Session volume dropped by 62.5% in final 14d (pushed churn risk UP by +0.40),sessions_recent_14d,0.2517324984073639,Recent 14-day activity dropped to 3 sessions (pushed churn risk UP by +0.25)
2654,0,0.0003,0,sessions_recent_14d,-4.486001014709473,High recent activity with 10 sessions in last 14d (pulled churn risk DOWN by -4.49),days_since_last_session,-0.5469903349876404,Recent session logged 0 days ago (pulled churn risk DOWN by -0.55),core_feature_usage_count,-0.509604275226593,"Strong adoption of core features (51 events, pulled churn risk DOWN by -0.51)"
2175,0,0.0002,0,sessions_recent_14d,-4.2056732177734375,High recent activity with 10 sessions in last 14d (pulled churn risk DOWN by -4.21),core_feature_usage_count,-0.5630672574043274,"Strong adoption of core features (53 events, pulled churn risk DOWN by -0.56)",total_events_60d,-0.5486801266670227,"High overall engagement depth (194 total events, pulled churn risk DOWN by -0.55)"
1250,1,0.5513,1,sessions_recent_14d,1.0478373765945435,Recent 14-day activity dropped to 2 sessions (pushed churn risk UP by +1.05),sessions_previous_14d,0.49344688653945923,sessions_previous_14d = 0.0 (pushed churn risk UP (+) by +0.49),avg_session_gap_days,-0.42794063687324524,Frequent logins with average gap of 2.7 days (pulled churn risk DOWN by -0.43)
3576,0,0.0002,0,sessions_recent_14d,-4.178521633148193,High recent activity with 8 sessions in last 14d (pulled churn risk DOWN by -4.18),total_events_60d,-0.6070634722709656,"High overall engagement depth (210 total events, pulled churn risk DOWN by -0.61)",days_since_last_session,-0.5063523650169373,Recent session logged 0 days ago (pulled churn risk DOWN by -0.51)
3001,0,0.2403,0,support_ticket_count,-0.9960852861404419,Low support friction with 0 tickets (pulled churn risk DOWN by -1.00),sessions_recent_14d,0.9059162735939026,Recent 14-day activity dropped to 1 sessions (pushed churn risk UP by +0.91),days_since_last_session,0.3699154853820801,Inactive for 11 consecutive days (pushed churn risk UP by +0.37)
2004,0,0.0578,0,support_ticket_count,-0.8387029767036438,Low support friction with 0 tickets (pulled churn risk DOWN by -0.84),sessions_recent_14d,0.6959879994392395,Recent 14-day activity dropped to 1 sessions (pushed churn risk UP by +0.70),days_since_last_session,-0.43965256214141846,Recent session logged 0 days ago (pulled churn risk DOWN by -0.44)
1203,0,0.695,1,sessions_recent_14d,1.0982937812805176,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.10),support_ticket_count,0.6421689391136169,Filed 2 support tickets in 60d (pushed churn risk UP by +0.64),days_since_last_session,0.55864417552948,Inactive for 20 consecutive days (pushed churn risk UP by +0.56)
1395,1,0.3456,0,sessions_recent_14d,1.0258958339691162,Recent 14-day activity dropped to 0 sessions (pushed churn risk UP by +1.03),days_since_last_session,0.5770419239997864,Inactive for 25 consecutive days (pushed churn risk UP by +0.58),support_ticket_count,0.37215739488601685,Filed 1 support tickets in 60d (pushed churn risk UP by +0.37)
3361,0,0.0002,0,sessions_recent_14d,-4.153382301330566,High recent activity with 12 sessions in last 14d (pulled churn risk DOWN by -4.15),total_events_60d,-0.5776343941688538,"High overall engagement depth (199 total events, pulled churn risk DOWN by -0.58)",days_since_last_session,-0.5126537680625916,Recent session logged 0 days ago (pulled churn risk DOWN by -0.51)
1353,1,0.5058,1,days_since_last_session,0.611459493637085,Inactive for 11 consecutive days (pushed churn risk UP by +0.61),session_drop_pct,0.5210303068161011,Session volume dropped by 78.6% in final 14d (pushed churn risk UP by +0.52),core_feature_usage_count,0.389080673456192,"Low adoption of core features (42 events, pushed churn risk UP by +0.39)"
3436,0,0.0002,0,sessions_recent_14d,-4.4971747398376465,High recent activity with 13 sessions in last 14d (pulled churn risk DOWN by -4.50),total_events_60d,-0.49462732672691345,"High overall engagement depth (233 total events, pulled churn risk DOWN by -0.49)",days_since_last_session,-0.48266708850860596,Recent session logged 0 days ago (pulled churn risk DOWN by -0.48)
